type,title,isAdult,startYear,runtimeMinutes,isDrama,isComedy,isShort,isDocumentary,isTalkShow,isRomance,isFamily,isNews,isAnimation,isRealityTV,isMusic,isCrime,isAdventure,isGameShow,isMystery,isSport,isFantasy,isHorror,isThriller,isSciFi,isHistory,isBiography,isMusical,isWestern,isWar,isFilmNoir,averageRating,numVotes,directorsExperience,actorsExperience,producersExperience
movie,The Vet: Surgically Degraded,False,2012,60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,7,15,9,0
short,All of the Dead,False,2000,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.7,39,11,0,0
movie,Surge of Power: The Stuff of Heroes,False,2004,85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.5,123,6,236,0
short,The Divine Miracle,False,1972,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,8,4,2,0
short,The Cabinet,False,2007,13,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.0,5,0,70,53
movie,Good luck finding yourself,False,2014,89,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5.0,8,30,17,13
short,Broiled,False,2016,38,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,6,0,11,13
video,Depeche Mode: Enjoy the Silence,False,1990,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,139,0,582,0
tvMovie,Behind the Scenes: 1995 Miss North America Pageant,False,1995,47,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0,61,0,137,0
short,Mandado hacer,False,2002,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,6,5,0,1
movie,Dark Circus,False,2016,87,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,6.9,45,0,23,0
movie,Ice Kings,False,2006,78,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.5,20,17,200,0
tvMovie,Carlton Your Doorman,False,1980,30,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,25,45,392,0
short,Across the Sea,False,1997,12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,6,3,0,0
short,Nightstand,False,2015,27,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,64,2,170,9
movie,95 Miles to Go,False,2004,77,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,145,0,546,0
movie,Monkey on Mama's Back,False,1998,91,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,9,25,10,0
movie,Rajanigandha,False,1989,147,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,8,1,206,0
tvMovie,An Evening of Stars: Tribute to Quincy Jones,False,2005,240,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.8,12,537,2336,7
movie,Trial by Fire,False,1998,80,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,169,93,148,7
movie,Cycle Kick,False,2011,86,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,6.9,91,3,28,1
tvMovie,Le mystère mérou,False,2015,90,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,8,13,0,0
movie,La maison de la mémoire,False,1983,75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,12,0,84,4
video,Tracy Chapman: Give Me One Reason,False,1996,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,5,31,45,0
movie,Orson Welles: The One-Man Band,False,1995,88,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.7,416,9,584,7
tvMovie,X+Y=0,False,1985,53,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,7,219,632,82
movie,Jewel's Catch One,False,2016,85,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,38,0,377,6
movie,Preacherman Meets Widderwoman,False,1973,94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.6,8,6,15,0
video,Shawn Mendes & Camila Cabello: I Know What You Did Last Summer,False,2015,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,8.1,48,0,170,0
movie,Norjmaa,False,2014,62,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,7.4,18,4,9,1
movie,"Sex, Death and Bowling",False,2015,92,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.2,297,3,486,18
short,Versuchung,False,2006,5,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,7,6,96,8
video,Rush: Exit... Stage Left,False,1981,60,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.9,186,10,79,0
short,Tight Jeans,False,2008,9,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,56,19,18,0
short,Schimmelpenninck,False,2002,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,12,2,0,0
movie,Killer Rack,False,2015,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,6.3,115,15,227,12
short,Cruel Summer,False,2012,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.3,69,10,301,30
video,Lily Allen: Sheezus,False,2014,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,8.4,7,1,192,1
movie,"Blood, Bullets, Buffoons",False,1996,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.4,28,0,136,9
short,Momma's Boy,False,2009,3,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.4,5,2,26,5
tvSpecial,Nickelodeon's Worldwide Day of Play: Get Your Game On,False,2011,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,14,0,290,127
movie,Bombay Mittai,False,2015,121,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.1,7,1,52,1
short,En la oscuridad,False,2011,15,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.9,9,3,11,2
short,Captain Berlin - Retter der Welt,False,1982,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.4,93,59,152,0
short,Brando and Rude Boy,False,2010,23,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,11,0,35,3
video,Sanatorium,True,2010,131,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.6,11,95,1949,0
movie,Killing Streets,False,1991,106,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.6,330,10,208,0
short,Prom Night,False,2017,14,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,626,7,216,0
movie,Webmaster,False,1998,102,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.5,1001,6,165,11
tvMovie,The Lady Forgets,False,1989,120,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.7,66,144,596,52
short,The Sweethearts,False,2011,15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,7,5,67,4
movie,My Brother Jack,False,1997,92,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,26,0,184,0
movie,Nikki Dial's Secrets of Sexcess,True,1996,73,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.5,6,0,1398,0
tvMovie,EastEnders: Perfectly Frank,False,2003,60,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3,21,310,354,7
short,Ailema,False,2012,10,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.5,6,0,14,6
short,Corner of the Eye,False,2002,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.7,15,3,12,3
movie,Late September,False,2012,87,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.5,42,5,100,0
video,Vineta,False,1993,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,10,9,0,0
short,Enfant Terrible,False,2016,14,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,9,3,200,29
video,Young Girls in Tight Jeans,True,1989,83,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,16,57,3024,0
movie,Sarabham,False,2014,133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,7.1,357,1,34,17
movie,The Bloody Indulgent,False,2014,80,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,5.0,53,9,287,5
movie,Novak,False,2009,100,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.8,12,9,6,0
video,"Destiny's Child Feat. Wyclef Jean: Bug a Boo, Refugee Camp Remix",False,1999,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,7,55,1295,0
movie,Winter in Tokyo,False,2016,103,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,9,7,50,20
video,Smurf #47,False,2006,10,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,5,7,13,1
short,Elasticity,False,1976,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,9,12,0,0
short,Tuhanku Disakuku,False,2015,11,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,6,0,18,0
video,Apostles of Comedy,False,2008,101,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,38,2,73,38
tvMovie,Dolly Celebrates 25 Years of Dollywood,False,2010,60,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,13,395,2523,23
short,I Remember the Future,False,2014,26,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.9,9,0,135,0
short,Cosmic Clock,False,1979,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.4,12,40,0,0
short,The Girl on the Mat,False,2016,28,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.2,38,13,98,20
short,Fashion Show,False,2010,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.2,10,17,0,6
short,Gloroths Writhe,False,2012,6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.8,9,15,20,0
movie,Wild Beast,False,2008,58,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8.2,13,3,1,44
movie,Masih bukan cinta biasa,False,2011,98,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,18,12,34,2
tvMovie,Spooky Bats and Scaredy Cats,False,2009,30,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.2,21,5,148,2
short,Glimp,False,2015,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.8,16,26,18,2
tvMovie,Barg-e Sabz,False,2011,83,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,5,14,8,0
short,Who the F*** Is Henry Strange?,False,1999,15,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,9,7,24,0
tvMovie,Grenfell,False,2018,90,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.7,18,7,11,1
movie,The Turtle and the Sea,False,2014,89,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,35,0,151,30
movie,Ladies Man,False,1969,75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.8,12,7,235,17
video,Cameo: Word Up!,False,1986,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,9,0,918,0
movie,Casual Day,False,2007,95,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,317,26,494,0
movie,Night Things,False,2010,91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.7,23,0,32,0
short,Worm,False,2010,20,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.9,32,5,9,109
movie,Lolo,False,1993,88,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,86,8,1080,25
video,Sigur Rós: Ég anda,False,2012,6,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,34,0,29,0
movie,Suryavanshi,False,1992,161,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,4.7,693,10,431,6
short,Arabic Numeral Series 15,False,1982,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.1,8,400,0,0
movie,A Man's Desire for Fifth Wife,False,2012,90,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9.1,9,0,8,2
short,Morana,False,2008,13,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,18,52,0,12
movie,Blues,False,2012,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,15,0,37,0
movie,Los camaroneros,False,1988,85,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1,8,2705,2709,0
short,Three at Once,False,1986,9,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,7.1,48,1,459,0
tvMovie,Das letzte Versteck,False,2002,90,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.1,13,78,252,29
tvMovie,Vrah jsi ty,False,2003,72,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.1,9,9,689,0
tvSpecial,Whoopi Goldberg: Direct from Broadway,False,1985,75,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,110,148,2648,0
movie,Pak van mijn hart,False,2014,83,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,913,0,562,0
video,Zombies Gone Wild,False,2007,102,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.5,444,5,11,0
movie,Defective,False,2017,101,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,3.5,262,37,46,4
video,Demi Lovato: An Intimate Performance,False,2012,23,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.5,28,1,379,0
short,Wrong Turn,False,2003,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.8,229,3,778,0
movie,The Haunting of Fox Hollow Farm,False,2011,67,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.4,101,27,22,0
movie,Altersglühen - Speed Dating für Senioren,False,2014,86,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.7,82,0,716,27
short,Maskirci,False,2013,7,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.7,9,5,4,0
video,The Greatest Big Bust Video Volume 2,True,2001,165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.4,12,0,149,0
video,ANT: America's Ready,False,2005,90,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.9,16,180,115,58
short,Everyone Thinks They're Special. Nobody Cares.,False,2013,14,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,14,10,54,2
movie,Sadik 2,False,2013,76,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5.3,18,7,23,1
movie,Girls Like Us! Part 1,False,2012,74,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,10,21,9,0
movie,Soninha Toda Pura,False,1971,74,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.3,22,20,284,31
tvMovie,"Einmal Dieb, immer Dieb",False,2007,88,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.3,23,89,609,0
movie,Northern Comfort,False,2010,75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,26,0,146,0
movie,Hard Road,False,1988,86,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.4,18,21,115,8
movie,Bhai Thakur,False,2000,118,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,5,6,734,2
movie,Mother,False,1990,108,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.6,3305,24,99,44
movie,Mensaka,False,1998,105,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,340,45,377,214
movie,Aakrosh,False,1989,138,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,15,24,433,2
short,1945A,False,2010,5,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,13,52,93,50
video,Beyoncé Feat. Nicki Minaj: Flawless - Remix,False,2014,5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,5.8,17,141,689,15
short,The Learning Curve,False,2014,16,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,16,339,106,1
movie,Abang Long Fadil,False,2014,107,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.5,51,24,106,0
movie,Hong Chang Fei Long,False,1990,96,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,353,43,255,0
movie,Bhoomigeetha: Song of the Earth,False,1997,155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.2,13,5,113,2
movie,Dark of Light,False,2017,90,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.5,22,2,47,0
movie,Under the Eightball,False,2009,120,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,8.6,14,3,2,1
short,Migration,False,2005,11,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,6,16,4,78
video,Malibu Massage Parlor,True,2010,165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,7,841,2928,0
short,River City Dead,False,2010,19,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,6.9,12,14,43,0
tvMovie,Witch's Night Out,False,1978,28,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,250,3,28,0
movie,Cousin Bette,False,1998,108,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.2,2361,9,652,32
short,The Lucky Penny 2,False,2004,15,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,6,3,11,0
movie,Naan Rajavaga Pogiren,False,2013,128,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,76,1,113,0
short,Downward Calling,False,2005,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.2,8,0,53,0
movie,DreamRiders,False,2008,91,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.3,15,0,2,3
video,Phil's Dance Party,False,2012,4,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.1,29,28,2193,3
movie,Water Boyy,False,2015,113,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.1,164,13,13,0
movie,Bad Writing,False,2010,90,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.9,15,0,4,0
movie,La prima,False,2018,94,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,34,12,5005,0
tvMovie,Marie Brand und das Verhängnis der Liebe,False,2018,89,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,8,30,631,0
movie,Santos,False,2008,97,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2.4,320,208,837,30
short,The Caterpillar and Fly,False,2010,8,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.8,11,21,51,8
movie,Lifebreath,False,1997,90,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.4,315,2,401,11
tvMovie,Barely Legal,False,2008,30,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.6,5,0,131,7
tvMovie,Bedrooms,False,1984,60,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.9,7,13,813,3
short,Illustre inconnue,False,2004,25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.2,8,60,154,21
movie,La sombra de Caín,False,1999,91,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.2,13,3,9,332
video,Shakira: Lo hecho está hecho,False,2009,4,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.7,20,158,219,0
movie,The Take,False,2016,92,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.3,29007,14,548,96
movie,Histoire de famille,False,2006,165,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.9,106,27,257,5
short,Duck Children,False,2001,8,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,49,5,4,0
short,Respect for the Dead,False,2009,14,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.7,6,3,8,0
short,Tea Break,False,2004,6,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.5,37,5,5,0
video,How to Destroy Angels: The Space in Between,False,2010,3,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.2,76,16,52,4
movie,Living Naked,False,1993,102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.0,74,6,4,0
short,House of Straw,False,2015,18,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6.1,18,5,49,5
video,Shallow Deep,False,2002,93,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.1,43,0,57,0
short,Apartment 204,False,2012,10,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,4.6,9,0,63,0
movie,Virgin People,False,1984,120,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.3,51,73,98,0
tvMovie,La esquina del miedo,False,2003,52,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.8,5,2,7,1
